# column 1: wavelength (micron)
# column 2: total flux; lambda*F_lambda (W/m2)
# column 3: transparent flux; lambda*F_lambda (W/m2)
# column 4: direct primary flux; lambda*F_lambda (W/m2)
# column 5: scattered primary flux; lambda*F_lambda (W/m2)
# column 6: direct secondary flux; lambda*F_lambda (W/m2)
# column 7: scattered secondary flux; lambda*F_lambda (W/m2)
7.498942093e+01 8.893381174e-13 2.394204780e-31 2.306272542e-31 0.000000000e+00 8.893381174e-13 0.000000000e+00
8.912509381e+01 3.567527502e-13 1.442141849e-31 1.405102949e-31 0.000000000e+00 3.567527502e-13 0.000000000e+00
1.059253725e+02 1.512274673e-13 8.538988795e-32 8.385480107e-32 0.000000000e+00 1.512274673e-13 0.000000000e+00
1.258925412e+02 6.615788150e-14 4.823799681e-32 4.762094246e-32 0.000000000e+00 6.615788150e-14 0.000000000e+00
1.496235656e+02 2.881931310e-14 2.981803610e-32 2.954870103e-32 0.000000000e+00 2.881931310e-14 0.000000000e+00
1.778279410e+02 1.229172870e-14 1.729205454e-32 1.718329159e-32 0.000000000e+00 1.229172870e-14 0.000000000e+00
2.113489040e+02 5.021521376e-15 1.043837885e-32 1.039222606e-32 0.000000000e+00 5.021521376e-15 0.000000000e+00
2.511886432e+02 2.386413043e-15 6.488120248e-33 6.467772472e-33 0.000000000e+00 2.386413043e-15 0.000000000e+00
2.985382619e+02 1.021797494e-15 3.699413473e-33 3.691293539e-33 0.000000000e+00 1.021797494e-15 0.000000000e+00
3.548133892e+02 4.138670717e-16 2.196714549e-33 2.193274258e-33 0.000000000e+00 4.138670717e-16 0.000000000e+00
4.216965034e+02 1.733939259e-16 1.337927846e-33 1.336447558e-33 0.000000000e+00 1.733939259e-16 0.000000000e+00
5.011872336e+02 7.809287933e-17 7.791005683e-34 7.784833068e-34 0.000000000e+00 7.809287933e-17 0.000000000e+00
5.956621435e+02 3.185733527e-17 4.652936661e-34 4.650340181e-34 0.000000000e+00 3.185733527e-17 0.000000000e+00
7.079457844e+02 1.298341655e-17 2.835636035e-34 2.834515486e-34 0.000000000e+00 1.298341655e-17 0.000000000e+00
8.413951416e+02 5.949136536e-18 1.749212611e-34 1.748722427e-34 0.000000000e+00 5.949136536e-18 0.000000000e+00
1.000000000e+03 2.194380836e-18 6.167017926e-35 6.165687716e-35 0.000000000e+00 2.194380836e-18 0.000000000e+00
