# column 1: wavelength (micron)
# column 2: total flux; lambda*F_lambda (W/m2)
# column 3: transparent flux; lambda*F_lambda (W/m2)
# column 4: direct primary flux; lambda*F_lambda (W/m2)
# column 5: scattered primary flux; lambda*F_lambda (W/m2)
# column 6: direct secondary flux; lambda*F_lambda (W/m2)
# column 7: scattered secondary flux; lambda*F_lambda (W/m2)
1.996354630e+00 7.379518035e-11 1.255361010e-27 1.963600841e-28 1.234030870e-12 5.241472187e-11 2.014642761e-11
2.155745235e+00 9.841036578e-11 1.197847967e-27 2.497065097e-28 1.198663499e-12 7.581590332e-11 2.139579896e-11
2.327861718e+00 1.241500183e-10 1.151071187e-27 3.053000271e-28 1.084421002e-12 1.018393824e-10 2.122621490e-11
2.513720123e+00 1.462972140e-10 1.096788402e-27 3.554576834e-28 9.382718415e-13 1.261965858e-10 1.916235634e-11
2.714417617e+00 1.763194762e-10 1.055995370e-27 4.047786112e-28 7.842486257e-13 1.579211636e-10 1.761406394e-11
2.931138964e+00 2.013398081e-10 1.039040310e-27 4.571907211e-28 6.577566596e-13 1.854547261e-10 1.522732531e-11
3.165163524e+00 2.168605928e-10 1.029740413e-27 5.086600620e-28 5.385682134e-13 2.040522508e-10 1.226977382e-11
3.417872798e+00 2.333411540e-10 9.418868033e-28 5.118791719e-28 4.010498687e-13 2.231699403e-10 9.770163769e-12
3.690758589e+00 2.511155696e-10 8.972410701e-28 5.290976524e-28 3.065651003e-13 2.429914888e-10 7.817515749e-12
3.985431808e+00 2.599138882e-10 8.748643046e-28 5.522583244e-28 2.361141895e-13 2.537402093e-10 5.937564696e-12
4.303631980e+00 2.674102254e-10 8.514379598e-28 5.695276986e-28 1.791707828e-13 2.627469335e-10 4.484121067e-12
4.647237517e+00 2.619342406e-10 8.219666508e-28 5.776996479e-28 1.334633706e-13 2.585737039e-10 3.227073367e-12
5.018276805e+00 2.636288799e-10 7.406359155e-28 5.420176796e-28 9.194497612e-14 2.611769816e-10 2.359953302e-12
5.418940176e+00 2.620002077e-10 6.080049706e-28 4.599858649e-28 5.742344202e-14 2.602412872e-10 1.701497058e-12
5.851592842e+00 2.488997075e-10 4.950886492e-28 3.849836631e-28 3.522784970e-14 2.476949675e-10 1.169512212e-12
6.318788855e+00 2.365478490e-10 3.936178962e-28 3.130263908e-28 2.079860731e-14 2.357215693e-10 8.054811108e-13
6.823286184e+00 2.219104872e-10 3.105736193e-28 2.516588708e-28 1.207767712e-14 2.213577463e-10 5.406631862e-13
7.368062997e+00 2.091456237e-10 2.494539333e-28 2.021322786e-28 6.912408372e-15 2.087790461e-10 3.596651982e-13
7.956335242e+00 2.294352708e-10 1.985458110e-28 1.430901300e-28 3.390904613e-15 2.291610307e-10 2.708492005e-13
8.591575629e+00 2.568270572e-10 1.545856979e-28 8.206702203e-29 1.369743133e-15 2.566131556e-10 2.125319075e-13
9.277534134e+00 2.540632351e-10 1.205198914e-28 4.658002549e-29 6.246090568e-16 2.538958565e-10 1.667540337e-13
1.001826013e+01 2.450609947e-10 9.895896136e-29 3.894855067e-29 4.481988798e-16 2.449239957e-10 1.365508013e-13
1.081812631e+01 2.279340641e-10 7.959089473e-29 3.882980752e-29 3.644582253e-16 2.278303125e-10 1.033871631e-13
1.168185446e+01 1.954271262e-10 6.088065962e-29 3.639426375e-29 2.638507513e-16 1.953592096e-10 6.765275929e-14
1.261454339e+01 1.629148493e-10 4.934862677e-29 3.410494450e-29 1.836158478e-16 1.628734043e-10 4.126133794e-14
1.362169896e+01 1.322748948e-10 3.939255695e-29 2.983508939e-29 1.149645136e-16 1.322520028e-10 2.277706894e-14
1.470926668e+01 1.159674975e-10 3.174899833e-29 2.435932486e-29 6.452758604e-17 1.159553840e-10 1.204894484e-14
1.588366670e+01 1.155034457e-10 2.443885192e-29 1.790705880e-29 1.457210913e-17 1.154977416e-10 5.689461418e-15
1.715183178e+01 1.149753111e-10 1.955224939e-29 1.358773357e-29 0.000000000e+00 1.149738226e-10 1.488466283e-15
1.852124822e+01 1.055634001e-10 1.530977828e-29 1.044230083e-29 0.000000000e+00 1.055631626e-10 2.374024588e-16
2.000000000e+01 8.789424954e-11 1.154959079e-29 8.181588299e-30 0.000000000e+00 8.789424650e-11 3.042363600e-18
2.238721139e+01 6.539589484e-11 8.189285580e-30 6.178109345e-30 0.000000000e+00 6.539589484e-11 0.000000000e+00
2.660725060e+01 4.480293729e-11 5.354805434e-30 4.280017926e-30 0.000000000e+00 4.480293729e-11 0.000000000e+00
3.162277660e+01 2.727734829e-11 3.138573795e-30 2.629208555e-30 0.000000000e+00 2.727734829e-11 0.000000000e+00
3.758374043e+01 1.545042033e-11 1.880082471e-30 1.635720823e-30 0.000000000e+00 1.545042033e-11 0.000000000e+00
4.466835922e+01 8.360392022e-12 1.117029961e-30 1.005734898e-30 0.000000000e+00 8.360392022e-12 0.000000000e+00
5.308844442e+01 3.881700287e-12 6.831613533e-31 6.331752206e-31 0.000000000e+00 3.881700287e-12 0.000000000e+00
6.309573445e+01 1.794170293e-12 3.959503447e-31 3.753679320e-31 0.000000000e+00 1.794170293e-12 0.000000000e+00
7.498942093e+01 8.198262221e-13 2.315338120e-31 2.230943827e-31 0.000000000e+00 8.198262221e-13 0.000000000e+00
8.912509381e+01 3.552284422e-13 1.402624600e-31 1.366768763e-31 0.000000000e+00 3.552284422e-13 0.000000000e+00
1.059253725e+02 1.589539524e-13 8.334496016e-32 8.185177465e-32 0.000000000e+00 1.589539524e-13 0.000000000e+00
1.258925412e+02 7.062664343e-14 4.934597643e-32 4.871667370e-32 0.000000000e+00 7.062664343e-14 0.000000000e+00
1.496235656e+02 3.034693489e-14 2.977886552e-32 2.950736350e-32 0.000000000e+00 3.034693489e-14 0.000000000e+00
1.778279410e+02 1.285198784e-14 1.719501239e-32 1.708635383e-32 0.000000000e+00 1.285198784e-14 0.000000000e+00
2.113489040e+02 5.449353205e-15 1.057708648e-32 1.053015693e-32 0.000000000e+00 5.449353205e-15 0.000000000e+00
2.511886432e+02 2.388716572e-15 6.234240093e-33 6.214763385e-33 0.000000000e+00 2.388716572e-15 0.000000000e+00
2.985382619e+02 1.009346432e-15 3.847145748e-33 3.838637357e-33 0.000000000e+00 1.009346432e-15 0.000000000e+00
3.548133892e+02 4.309085550e-16 2.193637830e-33 2.190206123e-33 0.000000000e+00 4.309085550e-16 0.000000000e+00
4.216965034e+02 1.872139398e-16 1.319284961e-33 1.317820096e-33 0.000000000e+00 1.872139398e-16 0.000000000e+00
5.011872336e+02 7.757437597e-17 7.847804595e-34 7.841622093e-34 0.000000000e+00 7.757437597e-17 0.000000000e+00
5.956621435e+02 3.358635587e-17 4.715159661e-34 4.712526574e-34 0.000000000e+00 3.358635587e-17 0.000000000e+00
7.079457844e+02 1.427711240e-17 2.721338337e-34 2.720257177e-34 0.000000000e+00 1.427711240e-17 0.000000000e+00
8.413951416e+02 5.983465345e-18 1.675276954e-34 1.674804349e-34 0.000000000e+00 5.983465345e-18 0.000000000e+00
1.000000000e+03 2.333616012e-18 5.495405409e-35 5.494223764e-35 0.000000000e+00 2.333616012e-18 0.000000000e+00
