# column 1: wavelength (micron)
# column 2: total flux; lambda*F_lambda (W/m2)
# column 3: transparent flux; lambda*F_lambda (W/m2)
# column 4: direct primary flux; lambda*F_lambda (W/m2)
# column 5: scattered primary flux; lambda*F_lambda (W/m2)
# column 6: direct secondary flux; lambda*F_lambda (W/m2)
# column 7: scattered secondary flux; lambda*F_lambda (W/m2)
2.513720123e+00 1.702089049e-10 5.422468077e-11 1.759314273e-11 9.425696812e-13 1.320163551e-10 1.965683746e-11
2.714417617e+00 1.970989496e-10 5.225737003e-11 2.002581050e-11 7.879892156e-13 1.588300922e-10 1.745505769e-11
2.931138964e+00 2.222887204e-10 5.027163137e-11 2.213557757e-11 6.411054937e-13 1.845969878e-10 1.491504949e-11
3.165163524e+00 2.433352754e-10 4.829956489e-11 2.386442080e-11 5.092823616e-13 2.066835163e-10 1.227805597e-11
3.417872798e+00 2.614993194e-10 4.662793968e-11 2.535361869e-11 3.992717313e-13 2.258964750e-10 9.849953958e-12
3.690758589e+00 2.763172414e-10 4.482547798e-11 2.643531077e-11 3.070657123e-13 2.418491148e-10 7.725750058e-12
3.985431808e+00 2.866532991e-10 4.312410741e-11 2.722648735e-11 2.333914145e-13 2.532714422e-10 5.921978120e-12
4.303631980e+00 2.925948834e-10 4.145736988e-11 2.773317765e-11 1.753479849e-13 2.602411767e-10 4.445181017e-12
4.647237517e+00 2.948328509e-10 3.995610123e-11 2.807122056e-11 1.306382099e-13 2.633544877e-10 3.276504494e-12
5.018276805e+00 2.910924953e-10 3.744425172e-11 2.739799145e-11 9.346678067e-14 2.612459048e-10 2.355132267e-12
5.418940176e+00 2.809220082e-10 3.034262365e-11 2.295962118e-11 5.761768009e-14 2.562304236e-10 1.674345698e-12
5.851592842e+00 2.671281367e-10 2.410053958e-11 1.873989799e-11 3.441647069e-14 2.471839218e-10 1.169900386e-12
6.318788855e+00 2.507889194e-10 1.910596029e-11 1.519480114e-11 2.035620874e-14 2.347722323e-10 8.015297771e-13
6.823286184e+00 2.338123541e-10 1.517232428e-11 1.229334817e-11 1.190980349e-14 2.209667970e-10 5.402990635e-13
7.368062997e+00 2.221486134e-10 1.205670101e-11 9.770162101e-12 6.731383809e-15 2.120070320e-10 3.646879058e-13
7.956335242e+00 2.355533930e-10 9.572150444e-12 6.889772006e-12 3.271594470e-15 2.283918643e-10 2.684851101e-13
8.591575629e+00 2.583065230e-10 7.612885654e-12 4.036326845e-12 1.350393105e-15 2.540588820e-10 2.099637730e-13
9.277534134e+00 2.563347317e-10 6.037628169e-12 2.328774408e-12 6.298843802e-16 2.538390549e-10 1.662725272e-13
1.001826013e+01 2.497369604e-10 4.792440782e-12 1.887139298e-12 4.368251607e-16 2.477118909e-10 1.374933962e-13
1.081812631e+01 2.317004163e-10 3.810179391e-12 1.861909025e-12 3.508406953e-16 2.297343149e-10 1.038414571e-13
1.168185446e+01 1.995394231e-10 3.022342291e-12 1.805508456e-12 2.616088135e-16 1.976653642e-10 6.828882774e-14
1.261454339e+01 1.631160946e-10 2.404628096e-12 1.660879075e-12 1.788899676e-16 1.614143103e-10 4.072624804e-14
1.362169896e+01 1.321932708e-10 1.896507630e-12 1.437133555e-12 1.105162406e-16 1.307335122e-10 2.251453439e-14
1.470926668e+01 1.183652356e-10 1.520382019e-12 1.166580202e-12 6.224122054e-17 1.171863003e-10 1.229286104e-14
1.588366670e+01 1.177935533e-10 1.204139158e-12 8.824157912e-13 1.452422406e-17 1.169053152e-10 5.807763631e-15
1.715183178e+01 1.163758604e-10 9.550653932e-13 6.636430974e-13 0.000000000e+00 1.157107105e-10 1.506783062e-15
1.852124822e+01 1.083779241e-10 7.571607860e-13 5.164669952e-13 0.000000000e+00 1.078612403e-10 2.168158724e-16
2.000000000e+01 9.000592036e-11 5.819323074e-13 4.123055986e-13 0.000000000e+00 8.959361148e-11 3.277351696e-18
2.238721139e+01 6.658952203e-11 4.066158560e-13 3.066323491e-13 0.000000000e+00 6.628288969e-11 0.000000000e+00
2.660725060e+01 4.479018892e-11 2.582244016e-13 2.064496865e-13 0.000000000e+00 4.458373924e-11 0.000000000e+00
3.162277660e+01 2.748317574e-11 1.534826230e-13 1.285850915e-13 0.000000000e+00 2.735459064e-11 0.000000000e+00
3.758374043e+01 1.570520534e-11 9.151979155e-14 7.962694626e-14 0.000000000e+00 1.562557839e-11 0.000000000e+00
4.466835922e+01 8.241459822e-12 5.444352959e-14 4.902294481e-14 0.000000000e+00 8.192436878e-12 0.000000000e+00
5.308844442e+01 4.010724467e-12 3.251468256e-14 3.014117305e-14 0.000000000e+00 3.980583294e-12 0.000000000e+00
6.309573445e+01 1.859750959e-12 1.938783626e-14 1.837935716e-14 0.000000000e+00 1.841371602e-12 0.000000000e+00
7.498942093e+01 8.336064393e-13 1.153963195e-14 1.111790689e-14 0.000000000e+00 8.224885324e-13 0.000000000e+00
8.912509381e+01 3.690273006e-13 6.874943792e-15 6.699224156e-15 0.000000000e+00 3.623280764e-13 0.000000000e+00
1.059253725e+02 1.621611706e-13 4.078495951e-15 4.005409098e-15 0.000000000e+00 1.581557615e-13 0.000000000e+00
1.258925412e+02 7.241802154e-14 2.434604548e-15 2.403519117e-15 0.000000000e+00 7.001450242e-14 0.000000000e+00
1.496235656e+02 3.205026531e-14 1.452933161e-15 1.439669983e-15 0.000000000e+00 3.061059532e-14 0.000000000e+00
1.778279410e+02 1.381955260e-14 8.646694900e-16 8.592021205e-16 0.000000000e+00 1.296035048e-14 0.000000000e+00
2.113489040e+02 6.034345394e-15 5.150466406e-16 5.127637703e-16 0.000000000e+00 5.521581624e-15 0.000000000e+00
2.511886432e+02 2.665468656e-15 3.073002609e-16 3.063392787e-16 0.000000000e+00 2.359129378e-15 0.000000000e+00
2.985382619e+02 1.191390084e-15 1.830121215e-16 1.826076002e-16 0.000000000e+00 1.008782484e-15 0.000000000e+00
3.548133892e+02 5.392995599e-16 1.088148517e-16 1.086445151e-16 0.000000000e+00 4.306550448e-16 0.000000000e+00
4.216965034e+02 2.486046433e-16 6.478593050e-17 6.471400964e-17 0.000000000e+00 1.838906336e-16 0.000000000e+00
5.011872336e+02 1.169438800e-16 3.868043102e-17 3.864996108e-17 0.000000000e+00 7.829391891e-17 0.000000000e+00
5.956621435e+02 5.641800766e-17 2.301289554e-17 2.300002966e-17 0.000000000e+00 3.341797799e-17 0.000000000e+00
7.079457844e+02 2.798403379e-17 1.373804300e-17 1.373259105e-17 0.000000000e+00 1.425144274e-17 0.000000000e+00
8.413951416e+02 1.418940262e-17 8.152980766e-18 8.150682735e-18 0.000000000e+00 6.038719889e-18 0.000000000e+00
1.000000000e+03 5.069442733e-18 2.741421363e-18 2.740832301e-18 0.000000000e+00 2.328610432e-18 0.000000000e+00
